379.44,blood elf monk,/character/eu/twisting-nether/Lilybunny,,29
374.69,blood elf priest,/character/eu/twisting-nether/Lilypie,,26
377.69,highmountain tauren warrior,/character/eu/twisting-nether/Harall,,30
377.31,orc deathknight,/character/eu/twisting-nether/Neamich,,27
374.31,tauren druid,/character/eu/twisting-nether/Bakalemun,,28
370.56,orc hunter,/character/eu/twisting-nether/Y%C3%A9t%C3%A9r,,28
371.06,nightborne warlock,/character/eu/twisting-nether/Rottengigolo,,32
369.75,orc warrior,/character/eu/twisting-nether/Gracedoom,,24
365.50,undead priest,/character/eu/twisting-nether/Draus,,25
376.75,blood elf paladin,/character/eu/twisting-nether/Zaelchan,,30
372.94,troll rogue,/character/eu/twisting-nether/Phrxs,,27
359.88,goblin shaman,/character/eu/twisting-nether/Udagan,,20
371.75,tauren druid,/character/eu/twisting-nether/Dreamshadow,,30
376.44,blood elf deathknight,/character/eu/twisting-nether/Objorka,,30
372.88,blood elf hunter,/character/eu/twisting-nether/Zaelthro,,29
366.31,nightborne priest,/character/eu/twisting-nether/Zaelchin,,29
374.63,orc warrior,/character/eu/twisting-nether/Dou%C3%9Flekill,,28
364.19,orc monk,/character/eu/twisting-nether/Nulia,,22
344.44,undead warlock,/character/eu/twisting-nether/Readjan,,19
380.19,orc hunter,/character/eu/twisting-nether/Agisoft,33.31,35
348.81,orc shaman,/character/eu/twisting-nether/Haschisch,,24
372.25,blood elf warrior,/character/eu/twisting-nether/Rud%C3%A8box,,29
371.81,nightborne mage,/character/eu/twisting-nether/Zaeldorei,,28
355.69,troll shaman,/character/eu/twisting-nether/Jurnalci,,24
356.75,blood elf paladin,/character/eu/twisting-nether/G%C3%A2zer,,20
367.50,blood elf paladin,/character/eu/twisting-nether/Holycr%C3%A2p,,26
375.13,blood elf paladin,/character/eu/twisting-nether/Xeratula,,32
358.50,tauren deathknight,/character/eu/twisting-nether/%C3%96k%C3%BCz%C3%B6l%C3%BCs%C3%BC,,24
389.50,blood elf rogue,/character/eu/twisting-nether/Dissia,194.10,37
350.31,blood elf paladin,/character/eu/twisting-nether/Ozyptic,,21
366.81,orc warrior,/character/eu/twisting-nether/Senudo,,23
363.31,blood elf mage,/character/eu/twisting-nether/Timeazz,,25
359.81,blood elf demon hunter,/character/eu/twisting-nether/Celendis,,27
350.38,troll druid,/character/eu/twisting-nether/Gr%C3%A9%C3%A9dzy,,19
356.69,orc warrior,/character/eu/twisting-nether/Cleav%C3%A9r,,22
389.81,orc shaman,/character/eu/twisting-nether/Windiary,182.10,37
388.94,blood elf paladin,/character/eu/twisting-nether/Msknpaladin,,40
356.31,blood elf mage,/character/eu/twisting-nether/Bumcika,,24
348.69,blood elf hunter,/character/eu/twisting-nether/Piiuuv,,18
355.81,undead priest,/character/eu/twisting-nether/Garagokkesh,,25
357.19,tauren druid,/character/eu/twisting-nether/Mskndruid,,31
389.00,troll hunter,/character/eu/twisting-nether/Hummar,,38
364.19,undead rogue,/character/eu/twisting-nether/Takoz,,27
341.19,troll druid,/character/eu/twisting-nether/Moonlily,,18
379.75,troll warlock,/character/eu/twisting-nether/Neamish,,34
287.19,mag'har orc hunter,/character/eu/twisting-nether/Lilybee,,17
342.88,goblin rogue,/character/eu/twisting-nether/Tashimasu,,24
370.13,troll druid,/character/eu/twisting-nether/Queljin,,27
375.44,blood elf demon hunter,/character/eu/twisting-nether/Nuliadk,,27
365.31,blood elf demon hunter,/character/eu/twisting-nether/Hopeater,,26
331.94,blood elf demon hunter,/character/eu/twisting-nether/Felmatriarch,,17
332.69,troll druid,/character/eu/twisting-nether/Morrigahn,,15
332.31,orc shaman,/character/eu/twisting-nether/Perrovah,,17
349.81,blood elf paladin,/character/eu/twisting-nether/Lacrina,,22
340.13,nightborne priest,/character/eu/twisting-nether/Lenacik,,17
342.00,tauren druid,/character/eu/twisting-nether/Thuf,,22
